
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time

			10354932					10354932	HVY NUT,1.1/8-8,A194 GR.7	DepReq	POitem	         4501732885	                 230	-12	            216			09.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			10356572					10356572	ST BLT,1.1/8-8x6.1/4,A320 L7	DepReq	POitem	         4501732885	                  90	-12	             96			08.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			BB91-BDE-213					BB91-BDE-213	BX155 GASKET, UNS N08825	DepReq	ProjSt			-1					22.03.2023	C03	            10456808		B02	EA	            280
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-12	            474			04.11.2022	22.03.2023	P01	            10456808		BC5	EA	            150
			10355096					10355096	ST BLT,1.1/2-8x8,A193 B7M	DepReq	ProjSt			-12					22.03.2023	P01	            10456808		BC5	EA	            164
			10107820					10107820	MACH, BX 156 GASKET, UNS N08825	DepReq	ShpgNt	         4501732856	                  10	-1	             26			04.10.2022	22.03.2023	M01	            10456808		BC3	EA	            210
			10354959					10354959	ST BLT,1.1/2-8x13.1/2,A193 B7M	DepReq	ProjSt			-12					22.03.2023	P01	            10456808		BC5	EA	            164
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-24	            474			04.11.2022	22.03.2023	P01	            10456808		BC5	EA	            150
			10107820					10107820	MACH, BX 156 GASKET, UNS N08825	DepReq	ShpgNt	         4501732856	                  10	-1	             26			04.10.2022	22.03.2023	M01	            10456808		BC3	EA	            210
			BBANV000707					BBANV000707	O-RING, 253,59x3,53, NBR90A	DepReq	POitem	         4501744031	                  40	-1	             13			02.01.2023	22.03.2023	C02	            10456808		B02	EA	            174
			10046534					10046534	FLANGE PROTECTOR - 7 1/16" 10KSI	DepReq	QM-lot	        80000114381		-1	              1		24.10.2022	24.10.2022	22.03.2023	C01	            10456808		BC4	EA	            140
			10354933					10354933	HEX SCR,3/4-10x2.1/8-FT,A320 L7	DepReq	POitem	         4501732885	                 210	-4	             68			09.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			10354934					10354934	HVY NUT,3/4-10,A194 GR.7	DepReq	POitem	         4501732885	                 160	-4	             75			17.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			BBARR007018					BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	DepReq	POitem	         4501743596	                  30	-14	            112			30.11.2022	22.03.2023	P01	            10456808		BC5	EA	            135
			BBPOR091019					BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	PurRqs	           17449999	                  10	-7	             81	14.10.2022		08.02.2023	22.03.2023	P01	            10456808		BC5	EA	            160
			BBPFC029227					BBPFC029227	HEXSO SCR,1/4-20x3/4,AISI316	DepReq	POitem	         4501740877	                  30	-7	             51			29.11.2022	22.03.2023	P01	            10456808		BC5	EA	            189
			10082788					10082788	HEX CAP SCREW 1/2" X 1 1/2" AISI 316	DepReq	PurRqs	           17447925	                  10	-4	             20	06.10.2022		01.03.2023	22.03.2023	P01	            10456808		BC5	EA	            150
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ShpgNt	         4501728167	                 120	-4	            104			06.09.2022	22.03.2023	P01	            10456808		BC5	EA	            129
			BBARR034001					BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	ProjSt			-8					22.03.2023	P01	            10456808		BC5	EA	            140
			BBARR034020					BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	ProjSt			-8					22.03.2023	L02	            10456808		BC5	EA	            150
			BBACA001021					BBACA001021	SCHACKLE HEAVY DUTY P-6036 GUNNEBO 25O T	DepReq	ProjSt			-1					22.03.2023	L01	            10456808		BC5	EA	            140
			10350906					10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	ShpgNt	         4501733920	                  40	-1	             13			26.08.2022	22.03.2023	Y01	            10456808		BC5	EA	            200
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					22.03.2023	C02	            10456808		BC5	EA	            150
			10238056					10238056	API STANDARD NAMEPLATE - 140 x 127	DepReq	ProjSt			-1					22.03.2023	L02	            10456808		BC0	EA	            150
			10357835					10357835	MACH, A/P VCM T1 CONNECTOR INNER BODY	DepReq	PldOrd	          112488221		-1	              1	06.01.2023	13.01.2023	22.03.2023	22.03.2023	M22	            10456808	           45		EA

				10352481				10352481	PRE-CLAD, A/P VCM CONNECTOR INNER BODY	DepReq	POitem	         4501731119	                  20	-1	              3			15.12.2022	13.01.2023	U01	            10458278		BC3	EA	            189

			BB18-BS0303-01					BB18-BS0303-01	MACH, EXTERNAL BODY	DepReq	PldOrd	          112488193		-1	              1	23.12.2022	30.12.2022	22.03.2023	22.03.2023	M22	            10456808	           55		EA

				10350636				10350636	FORG, EXTERNAL BODY OF THE 9" CONECTOR	DepReq	POitem	         4501728472	                  20	-1	              3			15.12.2022	30.12.2022	F01	            10458288		BC2	EA	            210

			BB18-BS0303-02					BB18-BS0303-02	MACH, PISTON, CONNEC 9" 5000 PSI	DepReq	PurRqs	           17556519	                  10	-1	              2	01.12.2022		22.03.2023	22.03.2023	U02	            10456808	           35	BC8	EA	             90

				10350644				10350644	FORG, PISTON 9" CONNECTOR - 4130	SubReq	POitem	         4501729693	                 250	-2	              3			17.11.2022	01.12.2022	F01	            10458657		BC2	EA	            210

			BB18-BS0303-03					BB18-BS0303-03	MACH, ALIGNMENT RING	DepReq	PldOrd	          112488244		-1	              1	27.01.2023	03.02.2023	22.03.2023	22.03.2023	M22	            10456808	           30		EA

				BB26-BS0027-19				BB26-BS0027-19	FORG, GUIDE SLEEVE  - 4130 80 KSI	DepReq	ProjSt			-1					03.02.2023	F01	            10458057		BC2	EA	            210

			BB18-BS0303-05					BB18-BS0303-05	MACH, SEAL LOCKING KEY	DepReq	POitem	         4501739504	                  50	-3	             12			01.11.2022	22.03.2023	M01	            10456808		BC3	EA	            180
			BB18-BS0303-06					BB18-BS0303-06	MACH, ADAPTER 3/8" NPT	DepReq	POitem	         4501743769	                  20	-2	             16			14.02.2023	22.03.2023	U01	            10456808		BC3	EA	            140
			BB18-BS0143-57					BB18-BS0143-57	MACH, POSITION INDICATOR STEM	DepReq	POitem	         4501739315	                 170	-2	             18			18.11.2022	22.03.2023	U03	            10456808	            8	BC3	EA	            120
			10354931					10354931	ST BLT,1.1/8-8x5.1/4,A320 L7	DepReq	POitem	         4501732885	                 150	-20	            120			09.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			BB91-BDD-069					BB91-BDD-069	MACH, LOCKING RING	DepReq	POitem	         4501743467	                  50	-1	              1			12.01.2023	22.03.2023	U01	            10456808	           40	BC8	EA	            120

				BB96-BFA-017				BB96-BFA-017	FORG, C TYPE RING - 4130 105 KSI	SubReq	ScPrSt			-1					19.08.2022	F01	            10273980		BC2	EA	            210

			BB91-BDE-209					BB91-BDE-209	4-1/16" SNX LONG SEAL	DepReq	POitem	         4501744148	                  70	-1	              1			22.12.2022	22.03.2023	U01	            10456808		BC8	EA	             75

				BBFJD002374				BBFJD002374	FORG, HOLLOW BAR, ÿ5.1/2" X ÿ3.1/2"	SubReq	ScPrSt			-0,085					15.09.2022	F01	            10330113		BC2	M	            150

			BB91-BDE-532					BB91-BDE-532	MACH, SOFT LANDING BUSHING	DepReq	POitem	         4501737410	                  20	-4	             32			09.11.2022	22.03.2023	M01	            10456808		BC3	EA	            120
			BBGAX000109					BBGAX000109	POLYPAC PIP SEAL 50018000P750B(18"x0.5")	DepReq	ShpgNt	         4501727819	                  20	-1	             10			14.10.2022	22.03.2023	C03	            10456808		BC5	EA	            180
			BBGAX000110					BBGAX000110	POLYPAC PIP SEAL 50019000P750B(19"x0.5")	DepReq	ProjSt			-1					22.03.2023	C03	            10456808		B02	EA	            180
			BBGAX000111					BBGAX000111	PACKING POLYPACK PIP SEAL 50013500P750	DepReq	ShpgNt	         4501727819	                  30	-2	             20			14.10.2022	22.03.2023	C03	            10456808		B02	EA	            180
			BBGAX000202					BBGAX000202	PACKING POLYPACK STANDARD 50013500	DepReq	ShpgNt	         4501727819	                  50	-1	             10			14.10.2022	22.03.2023	C03	            10456808		B02	EA	            180
			BBANV000384					BBANV000384	O-RING, 177,17x5,33, NBR90A	DepReq	ProjSt			-1					22.03.2023	C02	            10456808		B02	EA	            150
			BBANV000969					BBANV000969	O-RING REF PARKER 2-453 90 SH A	DepReq	ProjSt			-1					22.03.2023	C02	            10456808		B02	EA	            180
			BBANV000970					BBANV000970	O-RING REF PARKER 2-457 90 SH A	DepReq	ProjSt			-2					22.03.2023	C02	            10456808		B02	EA	            180
			BBANV000634					BBANV000634	O-RING REF PARKER 2-465 90 SH A	DepReq	ShpgNt	         4501728377	                  10	-1	              7			21.11.2022	22.03.2023	C02	            10456808		B02	EA	             70
			BBPFE014227					BBPFE014227	CSK HEX SCR, 1/4-20x3/4-FT, AISI316	DepReq	ProjSt			-3					22.03.2023	P01	            10456808		BC5	EA	            150
			10354932					10354932	HVY NUT,1.1/8-8,A194 GR.7	DepReq	POitem	         4501732885	                 230	-20	            216			09.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			BBBJS000005					BBBJS000005	HOLLOW HEX PIPE PLUG 3/8" AISI 316 NPTF	DepReq	ProjSt			-5					22.03.2023	C02	            10456808		BC5	EA	            159
			10065724					10065724	Ring type Joint Gaskets	DepReq	ProjSt			-1					22.03.2023	C02	            10456808		B02	EA	             70
			10196703					10196703	MACH, OUTER BODY, SWIVEL 6", 10ksi CLAD	DepReq	PldOrd	          112503165		-1	              1	23.12.2022	30.12.2022	22.03.2023	22.03.2023	M21	            10456808	           55		EA	            120

				10352327				10352327	PRE-CLAD, OUTER BODY, SWIVEL 6" 10ksi	DepReq	POitem	         4501728472	                 150	-1	              2			15.12.2022	30.12.2022	Y01	            10459091	           10	BC2	EA	            114

			10196623					10196623	MACH,  INNER BODY, SWIVEL 6", 10ksi CLAD	DepReq	PldOrd	          112503128		-1	              1	23.12.2022	30.12.2022	22.03.2023	22.03.2023	M21	            10456808	           55		EA

				10352328				10352328	PRE-CLAD, INNER BODY, SWIVEL 6", 10ksi	DepReq	POitem	         4501728472	                 190	-1	              2			15.12.2022	30.12.2022	Y01	            10458898		BC2	EA	            240

			10100479					10100479	COAT/S,FLANGE CLAMP SWIVEL 7 1/16" 10KSI	DepReq	PurRqs	           17358112	                  10	-1	              1	24.10.2022		01.02.2023	22.03.2023	U01	            10456808		BC8	EA	             75

				10082072				10082072	FORG, HOLLOW BAR 19.1/4"/ 10" -4130-105k	SubReq	ProjSt			-0,130					24.10.2022	F01	            10174949		BC2	M	            210

			10124995					10124995	LOOSE FLANGE - SWIVEL - TUPI	DepReq	PurRqs	           17557679	                  10	-1	              2	18.11.2022		22.03.2023	22.03.2023	U01	            10456808	           20	BC8	EA	            100

				BBFJD002581				BBFJD002581	FORG, HOLLOW BAR, 19.3/8", 11.1/2", 4130	SubReq	POitem	         4501728472	                 220	-0,280	          0,140			15.12.2022	18.11.2022	F01	            10459227		BC2	M	            210

			10164568					10164568	MACH, MxM SEAL, SWIVEL 7", -18 TO 100∫C	DepReq	PurRqs	           17557282	                  10	-1	              2	21.11.2022		22.03.2023	22.03.2023	U02	            10456808	           90	BC8	EA	            100

				10091891				10091891	FORG, HOLLOW BAR, ÿ10" / 6", UNS N07718	SubReq	POitem	         4501728475	                  30	-0,220	          0,110			18.11.2022	21.11.2022	F01	            10458847		BC2	M	            189

			10185644					10185644	O-RING, PARKER 2-380 90 SH A	DepReq	ProjSt			-2					22.03.2023	C02	            10456808		TS9	EA	            120
			10185598					10185598	S-SEAL - PARKER KB163 PSS P-447 I 1	DepReq	ProjSt			-1					22.03.2023	C02	            10456808		B02	EA	            180
			10185597					10185597	S-SEAL - PARKER KB163 PSS P-368 I 1	DepReq	ShpgNt	         4501728126	                  20	-2	             12			11.01.2023	22.03.2023	C02	            10456808		B02	EA	            180
			10185894					10185894	BU-RING, 292,81x302,11x1,93, NBR90A	DepReq	ProjSt			-2					22.03.2023	C02	            10456808		TS9	EA	            120
			10354914					10354914	HEXSO SCR,1.1/2-8x4.7/8,A320 L7	DepReq	POitem	         4501732885	                  40	-12	             84			09.11.2022	22.03.2023	P01	            10456808		BC5	EA	            164
			BBMEG005065					BBMEG005065	Earth strap_RSCMMB	DepReq	ProjSt			-4					22.03.2023	L02	            10456808		BC5	EA	            150
			BBPFS070232					BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	ShpgNt	         4501728167	                  70	-7	            104			06.09.2022	22.03.2023	C03	            10456808		BC5	EA	            130
			BBARR034019					BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	ProjSt			-14					22.03.2023	L02	            10456808		BC5	EA	            120
			10353847					10353847	MACH, CLAMP FOR SHACKLE - 6036 250T	DepReq	POitem	         4501744370	                  30	-1	              8			06.12.2022	22.03.2023	U01	            10456808		BC4	EA	             90
			BBPFC034233					BBPFC034233	PF CIL SEXT INT 5/16" X 1" AISI 316	DepReq	PurRqs	           17448622	                  10	-1	             13	20.10.2022		19.12.2022	22.03.2023	P01	            10456808		BC5	EA	            160
			BBPOR091020					BBPOR091020	POR SEXT PES 5/16" AISI 316	DepReq	ProjSt			-1					22.03.2023	C03	            10456808		BC5	EA	            150
			10072741					10072741	MALE CONNECTOR OD 3/8" X 1/4" NPT	DepReq	ProjSt			-15					22.03.2023	C02	            10456808		BC0	EA	            159
			BBCTE001001					BBCTE001001	MALE ELBOW TUBE OD 3/8" x 3/8" NPT	DepReq	ProjSt			-6					22.03.2023	C02	            10456808		BC0	EA	            159
			BBAFI002003					BBAFI002003	TRILHO P/ FIXACAO TSN1 - H = 14,0 MM	DepReq	POitem	         4501740367	                  20	-1	              8			21.10.2022	22.03.2023	L02	            10456808		BC5	M	            159
			BBVAL000035					BBVAL000035	CHECK VALVE	DepReq	POitem	         4501730154	                  11	-3	             34			08.11.2022	22.03.2023	V01	            10456808		BC0	EA	            100
			BBTUB180003					BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	ProjSt			-24					22.03.2023	P02	            10456808		BC0	M	            159
			10072747					10072747	UNION TEE FOR TUBE OD 3/8"	DepReq	ProjSt			-4					22.03.2023	C02	            10456808		BC0	EA	            159
			10072596					10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	ProjSt			-16					22.03.2023	C02	            10456808		BC0	EA	            159
			BBBJS000005					BBBJS000005	HOLLOW HEX PIPE PLUG 3/8" AISI 316 NPTF	DepReq	ProjSt			-1					22.03.2023	C02	            10456808		BC5	EA	            159
			10086075					10086075	CHECK VALVE OD3/8" - 6000PSI	DepReq	ProjSt			-1					22.03.2023	V01	            10456808		BC0	EA	            150
			10084200					10084200	CONNECTOR FOR TUBE OD 3/8"xOD 3/8"	DepReq	PurRqs	           17385595	                  10	-3	             95	02.10.2022		05.01.2023	22.03.2023	C02	            10456808		BC0	EA	            159
			10087578					10087578	MALE ADAPTER 3/8" NPT x JIC DASH 6	DepReq	PurRqs	           17304635	                  10	-3	             24	06.03.2023		15.06.2023	22.03.2023	C02	            10456808		BC5	EA	             78
			10087431					10087431	CAP JIC DASH 6	DepReq	POitem	         4501734463	                  30	-3	             42			18.11.2022	22.03.2023	C02	            10456808		BC5	EA	            159
			BBAFI002001					BBAFI002001	FIXING SET 3/8î REF - PARKER	DepReq	POitem	         4501740367	                  30	-20	            160			21.10.2022	22.03.2023	L02	            10456808		BC5	EA	            150
			BBANV006004					BBANV006004	GUIDE RING PARKER MOLYGARD RF W2-1750-50	DepReq	ProjSt			-8					22.03.2023	C03	            10456808		BC5	EA	            180
			BB18-BS0303-04					BB18-BS0303-04	MACH, SOFT LANDING PISTON	DepReq	POitem	         4501745461	                  20	-4	              4			27.01.2023	22.03.2023	U01	            10456808		BC8	EA	             75

				10228524				10228524	ROUND BAR,  ÿ4-1/8", AISI 8630	SubReq	ScPrSt			-0,640					21.09.2022	F01	            10176663		BC2	M	            180
				BBFJD001287				BBFJD001287	FORG, ROUND BAR ÿ2" - 4130-80k	SubReq	ProjSt			-0,640					20.10.2022	F01	            10454444		BC2	M	            150

			BBANV000571					BBANV000571	ORING REF PARKER 2-323 90 SH A	DepReq	ProjSt			-4					22.03.2023	C03	            10456808		B02	EA	            180
			BBANV005132					BBANV005132	BU-RING REF PARKER 2-323 90 SH A	DepReq	ProjSt			-8					22.03.2023	C02	            10456808		B02	EA	             70

		10348767						10348767	ASSY, ANNULUS VCM T1	OrdRes	PldOrd	          112486890		-1	              1	19.05.2023	26.05.2023	17.07.2023	17.07.2023	A12	             8468664	           35		EA

			10353842					10353842	WLDMT, GOOSE NECK, STAGE 3	DepReq	POitem	         4501725343	                  70	-1	              3			31.05.2023	26.05.2023	M01	            10456807		BC8	EA	            189

				10352285				10352285	MACH, GOOSE NECK BENT PIPE	SubReq	ProjSt			-3					03.02.2023	F01	             8613658		BC8	EA	            114
				10353852				10353852	MACH, 6BX FLANGE 7.1/16" - 10KSI	SubReq	PurRqs	           17557612	                  10	-3	              3	28.10.2022		20.03.2023	03.02.2023	M01	             8613658	           30	BC8	EA	            114

					10352821			10352821	CLAD, 6BX FLANGE 7.1/16" - 10KSI	SubReq	PldOrd	          112503193		-3	              8	29.09.2022	28.10.2022	15.12.2022	28.10.2022	F01	            10425292	           30	BC2	EA	            114

						10352288		10352288	PRE-CLAD, 6BX FLANGE 7.1/16" - 10KSI	DepReq	POitem	         4501729693	                  70	-8	              2			11.01.2023	28.10.2022	U01	            10459570	           30	BC3	EA	            114
						10352824		10352824	MACH, SLEEVE 6.3/4" - 8UN - 2B	DepReq	ProjSt			-8					28.10.2022	U01	            10459570		BC3	EA	            105

				10353853				10353853	MACH, 6BX FLANGE 5.1/8" - 10KSI	SubReq	PldOrd	          112485751		-3	              3	23.11.2022	21.12.2022	03.02.2023	03.02.2023	M01	             8613658	           30	BC8	EA	            114

					10352822			10352822	CLAD, 6BX FLANGE 5.1/8" - 10KSI	DepReq	PldOrd	          112488625		-3	              3	05.10.2022	04.11.2022	21.12.2022	21.12.2022	F01	            10424813	           30	BC2	EA	            114

						10352289		10352289	PRE-CLAD, 6BX FLANGE 5.1/8" - 10KSI	DepReq	POitem	         4501729693	                  40	-3	              1			11.01.2023	04.11.2022	U01	            10459418	           30	BC8	EA	            114

				10163690				10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	ShpgNt	         4501741239	                  20	-6	             67			10.11.2022	03.02.2023	C02	             8613658		BC5	EA	            100
				10068794				10068794	MACH, PAD EYE FOR SHACKLE	SubReq	PurRqs	           17558246	                  10	-3	              3	25.11.2022		03.02.2023	03.02.2023	L01	             8613658		BC8	EA	             45

					BBFJD002272			BBFJD002272	FORG, HOLLOW BAR 8.1/2  4.1/2	SubReq	ProjSt			-0,630					25.11.2022	F01	            10425837		BC2	M	            150

			10355549					10355549	MACH, ADAPTER 4.1/16" 5K X 7.1/16" 10K	DepReq	PurRqs	           17444997	                  10	-1	              1	18.01.2023		26.05.2023	26.05.2023	M01	            10456807		BC8	EA	            105

				10355094				10355094	FORG, 6BX 7.1/16" ADAPTER 4.1/16"	SubReq	POitem	         4501729693	                 170	-1	              1			15.12.2022	18.01.2023	F01	            10269101		BC2	EA	            150

			10356050					10356050	WLDMT, FRAME W/ ANODES, A-VCM T1	DepReq	POitem	         4501732810	                  60	-1	              1			24.05.2023	26.05.2023	E06	            10456807		BC4	EA	            114

				10163690				10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	ShpgNt	         4501741239	                  20	-5	             67			10.11.2022	27.01.2023	C02	             9200869		BC5	EA	            100

			10356404					10356404	ASSY, ROV PANEL, A/P VCM T1/T2	DepReq	POitem	         4501732810	                 570	-1	              2			24.05.2023	26.05.2023	Y01	            10456807	           30	BC4	EA	             15

				BBARR004005				BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	ShpgNt	         4501732871	                  60	-8	             28			06.12.2022	05.05.2023	L02	             9208715		BC5	EA	            150
				BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	PurRqs	           17449999	                  10	-16	             81	14.10.2022		08.02.2023	05.05.2023	P01	             9208715		BC5	EA	            160
				BBPFE014004				BBPFE014004	CSK HEX SCR,1/2-13x2,AISI316	SubReq	ShpgNt	         4501739663	                  60	-16	             40			04.11.2022	05.05.2023	P01	             9208715		BC5	EA	            150
				BBPFC034316				BBPFC034316	HEXSO SCR, 1/4-20x4.3/4-FT, AISI316	SubReq	POitem	         4501744848	                  20	-16	             48			06.12.2022	05.05.2023	P01	             9208715		BC5	EA	            150
				BBPFC029225				BBPFC029225	HEXSO SCR, 1/4-20x1-FT, AISI316	SubReq	ShpgNt	         4501739663	                  50	-8	             12			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            160
				BBPFC029220				BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	ShpgNt	         4501739663	                 110	-8	             34			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            192
				BBARR007018				BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	SubReq	PurRqs	           17464832	                  10	-16	             84	11.10.2022		07.03.2023	05.05.2023	P01	             9208715		BC5	EA	            135
				BBARR034001				BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	SubReq	ProjSt			-16					05.05.2023	P01	             9208715		BC5	EA	            140
				BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	SubReq	ShpgNt	         4501739663	                  90	-16	             90			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            129
				BBPFE014282				BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	ShpgNt	         4501728167	                  90	-8	            128			27.07.2022	05.05.2023	P01	             9208715		BC5	EA	            192
				BBVAL000060				BBVAL000060	DIRECTIONAL VALVE 3/8" NPT	SubReq	POitem	         4501737356	                  11	-2	              5			27.12.2022	05.05.2023	V01	             9208715		BC5	EA	            150
				BBPFE014004				BBPFE014004	CSK HEX SCR,1/2-13x2,AISI316	SubReq	PurRqs	           17359763	                  10	-8	             32	11.11.2022		07.02.2023	05.05.2023	P01	             9208715		BC5	EA	            150
				BBPFC034230				BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	SubReq	ShpgNt	         4501739663	                  70	-8	             20			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            160
				BBPFC029220				BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	ShpgNt	         4501739663	                 110	-4	             34			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            192
				BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	PurRqs	           17449999	                  10	-8	             81	14.10.2022		08.02.2023	05.05.2023	P01	             9208715		BC5	EA	            160
				BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	SubReq	ShpgNt	         4501739663	                  90	-8	             90			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            129
				BBARR034001				BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	SubReq	PurRqs	           17450227	                  10	-8	             20	14.10.2022		28.02.2023	05.05.2023	P01	             9208715		BC5	EA	            140
				BBARR004005				BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	ShpgNt	         4501732871	                  60	-4	             28			06.12.2022	05.05.2023	L02	             9208715		BC5	EA	            150
				BBPFC029225				BBPFC029225	HEXSO SCR, 1/4-20x1-FT, AISI316	SubReq	ShpgNt	         4501739663	                  50	-4	             12			29.11.2022	05.05.2023	P01	             9208715		BC5	EA	            160
				BBVAL000080				BBVAL000080	SELECTOR VALVE 1/4" OF TURN C/ CONECTION	SubReq	ProjSt			-4					05.05.2023	V01	             9208715		BC5	EA	            159

			10356918					10356918	WLDMT, QR-CODE FRAME, A/P VCM T1/T2	DepReq	ProjSt			-1					26.05.2023	Y01	            10456807	           10	BC3	EA	            189
			BB18-BS0303-32					BB18-BS0303-32	PLATE OF POSITION INDICATOR	DepReq	PurRqs	           17304636	                  10	-2	             12	26.10.2022		22.03.2023	26.05.2023	C01	            10456807		BC4	EA	            120
			10361859					10361859	MACH, SL VISUAL INDICATOR	DepReq	POitem	         4501745462	                  20	-2	             18			02.01.2023	26.05.2023	P02	            10456807		BC3	EA	             90
			10354913					10354913	HEXSO SCR,1/4-20x1/2-FT,A320 L7	DepReq	POitem	         4501732885	                 240	-4	             36			09.11.2022	26.05.2023	P01	            10456807		BC5	EA	            164
			10361760					10361760	MACH,VISUAL INDICATOR LOCK - UNLOCK	DepReq	POitem	         4501744370	                  20	-1	              6			06.12.2022	26.05.2023	P02	            10456807		BC4	EA	             90
			10363283					10363283	MACH, LOCKING/UNLOCK INDICATOR	DepReq	PurRqs	           17426657	                  10	-1	              3	05.10.2022		24.11.2022	26.05.2023	M01	            10456807		BC3	EA	            114
			BBCNC000001					BBCNC000001	CONECTOR MACHO 3/8" NPT X 3/8" TUBO	DepReq	PurRqs	           17251550	                  10	-2	             20	11.10.2022		01.03.2023	26.05.2023	C02	            10456807		BC5	EA	            140
			BB18-BS0303-09					BB18-BS0303-09	MACH, FUNNEL FIXING BOLT	DepReq	PurRqs	           17556322	                  10	-4	              4	25.01.2023		26.05.2023	26.05.2023	U03	            10456807	           10	BC8	EA	            100

				BBFJD001287				BBFJD001287	FORG, ROUND BAR ÿ2" - 4130-80k	SubReq	ProjSt			-0,460					25.01.2023	F01	            10457622		BC2	M	            150

			10354932					10354932	HVY NUT,1.1/8-8,A194 GR.7	DepReq	POitem	         4501732885	                 230	-12	            216			09.11.2022	26.05.2023	P01	            10456807		BC5	EA	            164
			10356572					10356572	ST BLT,1.1/8-8x6.1/4,A320 L7	DepReq	POitem	         4501732885	                  90	-12	             96			08.11.2022	26.05.2023	P01	            10456807		BC5	EA	            164
			BB91-BDE-213					BB91-BDE-213	BX155 GASKET, UNS N08825	DepReq	ProjSt			-1					26.05.2023	C03	            10456807		B02	EA	            280
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-12	            474			04.11.2022	26.05.2023	P01	            10456807		BC5	EA	            150
			10355096					10355096	ST BLT,1.1/2-8x8,A193 B7M	DepReq	PurRqs	           17333138	                  10	-12	             36	20.10.2022		26.04.2023	26.05.2023	P01	            10456807		BC5	EA	            164
			10107820					10107820	MACH, BX 156 GASKET, UNS N08825	DepReq	ShpgNt	         4501732856	                  10	-1	             26			04.10.2022	26.05.2023	M01	            10456807		BC3	EA	            210
			10354959					10354959	ST BLT,1.1/2-8x13.1/2,A193 B7M	DepReq	POitem	         4501732888	                  50	-12	             96			03.11.2022	26.05.2023	P01	            10456807		BC5	EA	            164
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-24	            474			04.11.2022	26.05.2023	P01	            10456807		BC5	EA	            150
			10107820					10107820	MACH, BX 156 GASKET, UNS N08825	DepReq	ShpgNt	         4501732856	                  10	-1	             26			04.10.2022	26.05.2023	M01	            10456807		BC3	EA	            210
			BBANV000707					BBANV000707	O-RING, 253,59x3,53, NBR90A	DepReq	POitem	         4501744031	                  40	-1	             13			02.01.2023	26.05.2023	C02	            10456807		B02	EA	            174
