28.10.2022                                                                                                                                                                    Dynamic List Display                                                                                                                                                                                                                             1


	Purch.Req.	Item	PO	Item	Material	Short Text	Req. Date	Release Dt	Deliv.dt	PO Date	PGr	Quantity	Un	Created by	Plnt	Requisnr.	Chngd On	Crcy	C	Deliv.Date	I	Language	Manufact.	MPN	Des. Supp.	Supplier	 PDT	S	POrg	Info rec.	Ordered	TrackingNo	Reserv.no.	RevLev	SLoc	  Total Value	Valn Price	Valn Price
	17191607	  10			10109260	HEX SCR,1/4-20x1/2,AISI316	12.09.2022	12.09.2022	20.12.2022		BC5	    121	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					140	N			     0			00	0404	      799,81	     6,61	     0,00
	17191636	  10			BBPFS070294	PF SEXT 1/4" X  3/8" AISI 316	12.09.2022	20.09.2022	20.02.2023		BC5	    165	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20230220		EN					150	N			     0			00	0404	      770,55	     4,67	     0,00
	17191759	  10			BBPFC029004	PF CIL SEXT INT 1/2" X 2"  AISI 316	12.09.2022	12.09.2022	20.12.2022		BC5	    242	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			00	0404	    3.025,00	    12,50	     0,00
	17191782	  10			BBPFS070256	PF SEXT 1/4" X 1/2" AISI 316	12.09.2022	12.09.2022	20.12.2022		BC5	    605	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			00	0404	    1.076,90	     1,78	     0,00
	17191842	  10			BBPSC014287	PF S/CAB SEXT INT 3/8" X 7/16" AISI 316	12.09.2022	12.09.2022	20.12.2022		BC5	    484	EA	Fasteners	5260	Fasteners	06.10.2022	BRL	D	20221220		EN					189	N			     0			00	0404	    2.236,08	     4,62	     0,00
	17191882	  10			BBPFE014006	CSK HEX SCR, 1/2” x 2.1/2”, AISI31	12.09.2022	16.09.2022	15.12.2022		BC5	  1.320	EA	Fasteners	5260	Fasteners	16.09.2022	BRL	D	20221215		EN					160	N			     0			03	0404	    7.867,20	     5,96	     0,00
	17192432	  10			10121573	HEXSO SCR,1/2-13x1.3/4,A193 B7M	12.09.2022	12.09.2022	20.12.2022		BC5	    143	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			00	0404	      367,51	     2,57	     0,00
	17192474	  10			BBPOR085005	POR SEXT PES 1" ASTM A194 GR 2HM	12.09.2022	12.09.2022	15.12.2022		BC5	    154	EA	Fasteners	5260	Fasteners	21.09.2022	BRL	D	20221215		EN					120	N			     0			00	0404	    1.895,74	    12,31	     0,00
	17192485	  10			BBPFC029006	HEXSO SCR, 1/2" X 2 1/2", AISI316	12.09.2022	12.09.2022	20.12.2022		BC5	    143	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			02	0404	    1.344,20	     9,40	     0,00
	17192842	  10			10114449	DIRECTIONAL BALL VALVE, CON MP 9/16" OD	12.09.2022	12.09.2022	20.12.2022		BC0	     55	EA	Valves & Act	5260	Valves & Act	12.09.2022	BRL	D	20221220		EN					159	N			     0			00	0404	  532.705,80	 9.685,56	     0,00
	17192959	  10			BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	12.09.2022	12.09.2022	15.12.2022		BC5	    726	EA	Fasteners	5260	Fasteners	19.09.2022	BRL	D	20221215		EN					192	N			     0			01	0404	    8.661,18	    11,93	     0,00
	17193835	  10			BBPSC014220	PF S/CAB SEXT INT 3/8" X 1" AISI 316	12.09.2022	12.09.2022	20.12.2022		BC5	    230	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			00	0404	    1.844,60	     8,02	     0,00
	17194470	  10			BBPFC029256	HEXSO SCR,1/4-20x1/2,AISI316	12.09.2022	12.09.2022	15.01.2023		BC5	    132	EA	Fasteners	5260	Fasteners	16.09.2022	BRL	D	20230115		EN					150	N			     0			00	0404	      551,76	     4,18	     0,00
	17194705	  10			BBPOR091016	HVY NUT, 3/8-16, AISI316	12.09.2022	14.09.2022	15.12.2022		BC5	  1.962	EA	Fasteners	5260	Fasteners	26.09.2022	BRL	D	20221215		EN					192	N			     0			02	0404	    6.317,64	     3,22	     0,00
	17194906	  10			BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	12.09.2022	12.09.2022	20.12.2022		BC5	    330	EA	Commercials	5260	Commercials	22.09.2022	BRL	D	20221220		EN					130	N			     0			03	0404	      356,40	     1,08	     0,00
	17195214	  10			10134691	HEXSO SCR,1/2-13x1.1/4,AISI 316	12.09.2022	12.09.2022	20.12.2022		BC5	     11	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			00	0404	      145,53	    13,23	     0,00
	17195364	  10			10121792	HEXSO SCR,3/8-16x3/4,AISI316	12.09.2022	12.09.2022	20.12.2022		BC5	     33	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			01	0404	      655,71	    19,87	     0,00
	17195385	  10			BBVAL000080	SELECTOR VALVE 1/4" OF TURN C/ CONECTION	12.09.2022	12.09.2022	20.12.2022		BC5	     11	EA	Valves & Act	5260	Valves & Act	12.09.2022	BRL	D	20221220		EN					159	N			     0			03	0404	   28.161,21	 2.560,11	     0,00
	17195406	  10			BBPFC034316	HEXSO SCR, 1/4-20x4.3/4-FT, AISI316	12.09.2022	12.09.2022	20.12.2022		BC5	     44	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			01	0404	      642,40	    14,60	     0,00
	17195696	  10	4501741153	 310	10360006	ASSY, ROV PANEL	12.09.2022	12.09.2022	26.02.2023	13.09.2022	BC4	      1	EA	A&T - Others	5260	A&T - Others	12.09.2022	BRL	D	20230226	L	EN					180	B			     0		  10031831	00	0404	        0,01	     0,01	     0,00
	17195696	  20	4501741153	  20	10360006	ASSY, ROV PANEL	12.09.2022	11.10.2022	09.04.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230409	L	EN					180	B			     0		  10031396	00	0404	        0,01	     0,01	     0,00
	17195696	  30	4501741153	  30	10360006	ASSY, ROV PANEL	12.09.2022	26.10.2022	23.04.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230423	L	EN					180	B			     0		  10031397	00	0404	        0,01	     0,01	     0,00
	17195696	  40	4501741153	  40	10360006	ASSY, ROV PANEL	12.09.2022	16.11.2022	14.05.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230514	L	EN					180	B			     0		  10031398	00	0404	        0,01	     0,01	     0,00
	17195696	  50	4501741153	  50	10360006	ASSY, ROV PANEL	12.09.2022	30.11.2022	28.05.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230528	L	EN					180	B			     0		  10031846	00	0404	        0,01	     0,01	     0,00
	17195696	  60	4501741153	  60	10360006	ASSY, ROV PANEL	12.09.2022	21.12.2022	18.06.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230618	L	EN					180	B			     0		  10031847	00	0404	        0,01	     0,01	     0,00
	17195696	  70	4501741153	  70	10360006	ASSY, ROV PANEL	12.09.2022	18.01.2023	16.07.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230716	L	EN					180	B			     0		  10031848	00	0404	        0,01	     0,01	     0,00
	17195696	  80	4501741153	  80	10360006	ASSY, ROV PANEL	12.09.2022	25.01.2023	23.07.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230723	L	EN					180	B			     0		  10031849	00	0404	        0,01	     0,01	     0,00
	17195696	  90	4501741153	  90	10360006	ASSY, ROV PANEL	12.09.2022	08.02.2023	06.08.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230806	L	EN					180	B			     0		  10031850	00	0404	        0,01	     0,01	     0,00
	17195696	 100	4501741153	 100	10360006	ASSY, ROV PANEL	12.09.2022	01.03.2023	27.08.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230827	L	EN					180	B			     0		  10031851	00	0404	        0,01	     0,01	     0,00
	17195696	 110	4501741153	 320	10360006	ASSY, ROV PANEL	12.09.2022	20.04.2023	18.10.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20231018	L	EN					180	B			     0		  10031852	00	0404	        0,01	     0,01	     0,00
	17195829	  10			BBPFC029238	 PF CIL SEXT INT 3/8" X 3/4"  AISI 316	12.09.2022	12.09.2022	20.12.2022		BC5	    242	EA	Fasteners	5260	Fasteners	12.09.2022	BRL	D	20221220		EN					150	N			     0			01	0404	    2.076,36	     8,58	     0,00
	17195832	  10			BBPOR091019	HVY NUT,1/4-20,AISI316	12.09.2022	16.09.2022	15.12.2022		BC5	    418	EA	Fasteners	5260	Fasteners	21.09.2022	BRL	D	20221215		EN					160	N			     0			01	0404	    1.007,38	     2,41	     0,00
	17196290	  10	4501741153	 330	10353944	ASSY, FLC ROV PANEL	12.09.2022	12.09.2022	20.02.2023	13.09.2022	BC4	      1	EA	A&T - Others	5260	A&T - Others	12.09.2022	BRL	D	20230220	L	EN					180	B			     0		  10032043	00	0404	        0,01	     0,01	     0,00
	17196290	  20	4501741153	 110	10353944	ASSY, FLC ROV PANEL	12.09.2022	28.09.2022	25.03.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230325	L	EN					180	B			     0		  10031854	00	0404	        0,01	     0,01	     0,00
	17196290	  30	4501741153	 120	10353944	ASSY, FLC ROV PANEL	12.09.2022	11.10.2022	08.04.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230408	L	EN					180	B			     0		  10031855	00	0404	        0,01	     0,01	     0,00
	17196290	  40	4501741153	 130	10353944	ASSY, FLC ROV PANEL	12.09.2022	03.11.2022	02.05.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230502	L	EN					180	B			     0		  10031856	00	0404	        0,01	     0,01	     0,00
	17196290	  50	4501741153	 140	10353944	ASSY, FLC ROV PANEL	12.09.2022	16.11.2022	13.05.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230513	L	EN					180	B			     0		  10031857	00	0404	        0,01	     0,01	     0,00
	17196290	  60	4501741153	 150	10353944	ASSY, FLC ROV PANEL	12.09.2022	07.12.2022	03.06.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230603	L	EN					180	B			     0		  10031858	00	0404	        0,01	     0,01	     0,00
	17196290	  70	4501741153	 160	10353944	ASSY, FLC ROV PANEL	12.09.2022	28.12.2022	24.06.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230624	L	EN					180	B			     0		  10031859	00	0404	        0,01	     0,01	     0,00
	17196290	  80	4501741153	 170	10353944	ASSY, FLC ROV PANEL	12.09.2022	11.01.2023	08.07.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230708	L	EN					180	B			     0		  10031860	00	0404	        0,01	     0,01	     0,00
	17196290	  90	4501741153	 180	10353944	ASSY, FLC ROV PANEL	12.09.2022	25.01.2023	22.07.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230722	L	EN					180	B			     0		  10031861	00	0404	        0,01	     0,01	     0,00
	17196290	 100	4501741153	 190	10353944	ASSY, FLC ROV PANEL	12.09.2022	15.02.2023	12.08.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230812	L	EN					180	B			     0		  10031862	00	0404	        0,01	     0,01	     0,00
	17196290	 110	4501741153	 200	10353944	ASSY, FLC ROV PANEL	12.09.2022	08.03.2023	02.09.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230902	L	EN					180	B			     0		  10031863	00	0404	        0,01	     0,01	     0,00
	17196393	  10	4501741153	 340	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	12.09.2022	20.02.2023	13.09.2022	BC4	      1	EA	A&T - Others	5260	A&T - Others	12.09.2022	BRL	D	20230220	L	EN					180	B			     0		  10032106	00	0404	        0,01	     0,01	     0,00
	17196393	  20	4501741153	 210	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	28.09.2022	25.03.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230325	L	EN					180	B			     0		  10032195	00	0404	        0,01	     0,01	     0,00
	17196393	  30	4501741153	 220	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	11.10.2022	08.04.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230408	L	EN					180	B			     0		  10032196	00	0404	        0,01	     0,01	     0,00
	17196393	  40	4501741153	 230	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	03.11.2022	02.05.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230502	L	EN					180	B			     0		  10032197	00	0404	        0,01	     0,01	     0,00
	17196393	  50	4501741153	 240	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	16.11.2022	13.05.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230513	L	EN					180	B			     0		  10032198	00	0404	        0,01	     0,01	     0,00
	17196393	  60	4501741153	 250	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	07.12.2022	03.06.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230603	L	EN					180	B			     0		  10032199	00	0404	        0,01	     0,01	     0,00
	17196393	  70	4501741153	 260	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	28.12.2022	24.06.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230624	L	EN					180	B			     0		  10032200	00	0404	        0,01	     0,01	     0,00
	17196393	  80	4501741153	 270	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	11.01.2023	08.07.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230708	L	EN					180	B			     0		  10032201	00	0404	        0,01	     0,01	     0,00
	17196393	  90	4501741153	 280	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	25.01.2023	22.07.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230722	L	EN					180	B			     0		  10032202	00	0404	        0,01	     0,01	     0,00
	17196393	 100	4501741153	 290	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	15.02.2023	12.08.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230812	L	EN					180	B			     0		  10032203	00	0404	        0,01	     0,01	     0,00
	17196393	 110	4501741153	 300	10353943	ASSY, MAIN ROV PANEL, XMT	12.09.2022	08.03.2023	02.09.2023	13.09.2022	BC4	      1	EA	256219	5260	A&T - Others	12.09.2022	BRL	D	20230902	L	EN					180	B			     0		  10032204	00	0404	        0,01	     0,01	     0,00
	17196874	  10			BBPOR091001	HVY NUT, 1/2-13, AISI316	12.09.2022	16.09.2022	15.12.2022		BC5	  1.364	EA	Fasteners	5260	Fasteners	16.09.2022	BRL	D	20221215		EN					129	N			     0			01	0404	  368.989,28	   270,52	     0,00
	17197151	  10			10216067	WASHER FLAT, M6, ISO 7089, A4	12.09.2022	12.09.2022	01.02.2023		BC5	     14	EA	Commercials	5260	Commercials	21.09.2022	BRL	D	20230201		EN					130	N			     0			03	0404	        0,14	     0,01	     0,00
	17198076	  10			10122020	HEXSO SCR,3/4-10x2,A193 B7M	12.09.2022	01.10.2022	04.04.2023		BC5	     66	EA	Fasteners	5260	Fasteners	13.09.2022	BRL	D	20230404		EN					180	N			     0			00	0404	      209,22	     3,17	     0,00
	17199217	  10			BB20-HS0004-64	O-RING, 98,02x3,53, FKM90A	13.09.2022	03.10.2022	19.04.2023		TS9	      1	EA	Connect. & E	5260	Connect. & E	03.10.2022	BRL	D	20230419		EN					200	A			     0			05	0404	        0,01	     0,01	     0,00
	17201427	  10	4501743467	  40	BB91-BDE-665	MACH, SLEEVE ACTUATOR 4 1/16"	12.09.2022	28.11.2022	12.03.2023	07.10.2022	BC8	      1	EA	SubCon Machi	5260	SubCon Machi	13.09.2022	BRL	D	20230312	L	EN					105	B			     0		  10039427	I1	0404	   19.434,55	19.434,55	     0,00
	17202517	  10			10358981	MACH, SIDE WING GUIDE, TREE CAP	13.09.2022	23.09.2022	20.02.2023		BC3	      2	EA	Tubing	5260	Tubing	13.09.2022	BRL	D	20230220		EN					150	N			     0			00	0404	        0,02	     0,01	     0,00
	17203788	  10			10358531	EFS, MVB, WHO WMR ASSY, PRESSURE RESIST.	14.09.2022	28.10.2022	18.10.2023		BC7	      3	EA	Tubing	5260	Tubing	05.10.2022	BRL	D	20231018		EN	814521	TC1A-298-X1			330	N			     0			00	0404	        0,03	     0,01	     0,00
	17204248	  10			BB17-KC0226-03	SCR PAN HD M6 X 25MM, A4	14.09.2022	13.09.2022	18.12.2022		BC5	     12	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20221218		EN					232	N			     0			01	0404	        5,04	     0,42	     0,00
	17204251	  10			BB17-KC0226-03	SCR PAN HD M6 X 25MM, A4	14.09.2022	13.09.2022	20.01.2023		BC5	     24	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20230120		EN					232	N			     0			01	0404	       10,08	     0,42	     0,00
	17204384	  10			10087781	iCON SEM 96 PIN DIN CONNECTOR BRACKET	14.09.2022	13.09.2022	18.12.2022		BC4	      8	EA	Control Syst	5260	Control Syst	14.09.2022	BRL	D	20221218		EN					159	N			     0			04	0404	      924,88	   115,61	     0,00
	17204390	  10			10087781	iCON SEM 96 PIN DIN CONNECTOR BRACKET	14.09.2022	13.09.2022	20.01.2023		BC4	     24	EA	Control Syst	5260	Control Syst	14.09.2022	BRL	D	20230120		EN					159	N			     0			04	0404	    2.774,64	   115,61	     0,00
	17205144	  10			BB88-080088-03	INSULATED CRIMP TERMINAL - RING 4MM STUD	14.09.2022	13.09.2022	18.12.2022		BC5	     12	EA	Comerciais N	5260	Comerciais N	14.09.2022	BRL	D	20221218		EN					159	N			     0			02	0404	        3,00	     0,25	     0,00
	17205147	  10			BB88-080088-03	INSULATED CRIMP TERMINAL - RING 4MM STUD	14.09.2022	13.09.2022	20.01.2023		BC5	     24	EA	Comerciais N	5260	Comerciais N	14.09.2022	BRL	D	20230120		EN					159	N			     0			02	0404	        6,00	     0,25	     0,00
	17205158	  10			BB17-060105-01	PIN, SPRING, Ø2 X 8, STAINLESS STEEL	14.09.2022	13.09.2022	18.12.2022		BC5	     32	EA	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20221218		EN		SPIROL 2MM X 8MM DK			218	N			     0			02	0404	       13,44	     0,42	     0,00
	17205161	  10			BB17-060105-01	PIN, SPRING, Ø2 X 8, STAINLESS STEEL	14.09.2022	13.09.2022	20.01.2023		BC5	     48	EA	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20230120		EN		SPIROL 2MM X 8MM DK			218	N			     0			02	0404	       20,16	     0,42	     0,00
	17205171	  10			BB15-080265-59	HEATSHRINK - TUBING RNF-100 1/2-X CLEAR	14.09.2022	13.09.2022	18.12.2022		BC5	      2	M	Comerciais N	5260	Comerciais N	14.09.2022	BRL	D	20221218		EN	100495				159	N			     0			01	0404	        2,00	     1,00	     0,00
	17205174	  10			BB15-080265-59	HEATSHRINK - TUBING RNF-100 1/2-X CLEAR	14.09.2022	13.09.2022	20.01.2023		BC5	      6	M	Comerciais N	5260	Comerciais N	14.09.2022	BRL	D	20230120		EN	100495				159	N			     0			01	0404	        6,00	     1,00	     0,00
	17205410	  10			BB15-060077-03	THERMALLY CONDUCTIVE PAD, 3.2MM THK.	14.09.2022	13.09.2022	18.12.2022		BC5	     12	EA	Comerciais N	5260	Comerciais N	14.09.2022	BRL	D	20221218		EN	109392	RS168-841 / BG405793			159	N			     0			00	0404	    1.279,56	   106,63	     0,00
	17205413	  10			BB15-060077-03	THERMALLY CONDUCTIVE PAD, 3.2MM THK.	14.09.2022	13.09.2022	20.01.2023		BC5	     24	EA	Comerciais N	5260	Comerciais N	14.09.2022	BRL	D	20230120		EN	109392	RS168-841 / BG405793			159	N			     0			00	0404	    2.559,12	   106,63	     0,00
	17205415	  10			BB17-060032-15	WASHER, FLAT, M3, A4	14.09.2022	13.09.2022	18.12.2022		BC5	     16	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20221218		EN		FES/FEC 31623B/278427			202	N			     0			03	0404	        1,28	     0,08	     0,00
	17205418	  10			BB17-060032-15	WASHER, FLAT, M3, A4	14.09.2022	13.09.2022	20.01.2023		BC5	     24	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20230120		EN		FES/FEC 31623B/278427			202	N			     0			03	0404	        1,92	     0,08	     0,00
	17205420	  10			BB17-060032-15	WASHER, FLAT, M3, A4	14.09.2022	04.11.2022	25.05.2023		BC5	     24	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20230525		EN		FES/FEC 31623B/278427			202	N			     0			03	0404	        1,92	     0,08	     0,00
	17205470	  10			BB17-MX0098-01	SHCS HEX, M6X30, A4-80	14.09.2022	13.09.2022	18.12.2022		BC5	     24	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20221218		EN					160	N			     0			04	0404	        8,16	     0,34	     0,00
	17205473	  10			BB17-MX0098-01	SHCS HEX, M6X30, A4-80	14.09.2022	13.09.2022	20.01.2023		BC5	     72	EA	Fasteners	5260	Fasteners	14.09.2022	BRL	D	20230120		EN					160	N			     0			04	0404	       24,48	     0,34	     0,00
	17205917	  10			BB15-061109-15	CARD GUIDE,SCREW LOCK,RIGHT-HAND,5.5INCH	14.09.2022	13.09.2022	18.12.2022		BC0	      8	EA	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20221218		EN		BIRTCHER 127S-2-11-3-R			159	N			     0			02	0404	      701,20	    87,65	     0,00
	17205920	  10			BB15-061109-15	CARD GUIDE,SCREW LOCK,RIGHT-HAND,5.5INCH	14.09.2022	13.09.2022	20.01.2023		BC0	     24	EA	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20230120		EN		BIRTCHER 127S-2-11-3-R			159	N			     0			02	0404	    2.103,60	    87,65	     0,00
	17205923	  10			BB15-080265-57	HEATSHRINK - TUBING RNF-100 3/32-X CLEAR	14.09.2022	13.09.2022	18.12.2022		BC5	      8	M	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20221218		EN					159	N			     0			00	0404	        8,00	     1,00	     0,00
	17205926	  10			BB15-080265-57	HEATSHRINK - TUBING RNF-100 3/32-X CLEAR	14.09.2022	13.09.2022	20.01.2023		BC5	     27	M	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20230120		EN					159	N			     0			00	0404	       27,00	     1,00	     0,00
	17205942	  10			10147169	DIN 41612 96 W/connector-solder eyelets	14.09.2022	13.09.2022	18.12.2022		BC0	      8	EA	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20221218		EN					159	N			     0			00	0404	      379,04	    47,38	     0,00
	17205945	  10			10147169	DIN 41612 96 W/connector-solder eyelets	14.09.2022	13.09.2022	20.01.2023		BC0	     24	EA	Connect. & E	5260	Connect. & E	14.09.2022	BRL	D	20230120		EN					159	N			     0			00	0404	    1.137,12	    47,38	     0,00
	17205950	  10			BB15-061109-14	CARD GUIDE,SCREW LOCK,LEFT-HAND,5.5INCH,	14.09.2022	13.09.2022	18.12.2022		BC0	      8	EA	Connect. & E	5260	Connect. & E	16.09.2022	BRL	D	20221218		EN		127S-2-11-3-L			159	N			     0			02	0404	      687,76	    85,97	     0,00
	17205953	  10			BB15-061109-14	CARD GUIDE,SCREW LOCK,LEFT-HAND,5.5INCH,	14.09.2022	13.09.2022	20.01.2023		BC0	     24	EA	Connect. & E	5260	Connect. & E	16.09.2022	BRL	D	20230120		EN		127S-2-11-3-L			159	N			     0			02	0404	    2.063,28	    85,97	     0,00
	17207699	  10			10360836	SUB-SEA CHECK VALVE, 9/16" MP	14.09.2022	14.09.2022	06.02.2023		BC5	      6	EA	Tubing	5260	Tubing	14.09.2022	BRL	D	20230206		EN					150	N			     0			00	0404	        0,06	     0,01	     0,00
	17207972	  10			10346492	MACH, ARTICULATED ARM, MTU	14.09.2022	13.10.2022	05.05.2023		BC3	     11	EA	MTP	5260	MTP	28.09.2022	BRL	D	20230505	L	EN					180	N			     0		  10047702	00	0404	        0,11	     0,01	     0,00
	17208108	  10			10345488	HYDR RIMS, I/B 14W 12LP(S)	14.09.2022	07.11.2022	15.05.2023		BA1	      8	EA	Control Syst	5260	Control Syst	15.09.2022	BRL	D	20230515	L	EN					189	N			     0		  10047747	01	0404	        0,08	     0,01	     0,00
	17208109	  10			10345488	HYDR RIMS, I/B 14W 12LP(S)	14.09.2022	07.02.2023	15.08.2023		BA1	      8	EA	Control Syst	5260	Control Syst	15.09.2022	BRL	D	20230815	L	EN					189	N			     0		  10047748	01	0404	        0,08	     0,01	     0,00
	17208110	  10			10345488	HYDR RIMS, I/B 14W 12LP(S)	14.09.2022	10.03.2023	15.09.2023		BA1	      6	EA	Control Syst	5260	Control Syst	15.09.2022	BRL	D	20230915	L	EN					189	N			     0		  10047749	01	0404	        0,06	     0,01	     0,00
	17210638	  10			10125152	ENCL WLDMT COVER FOR IMUX DIU WHITE	14.09.2022	05.01.2023	04.07.2023		BC4	      3	EA	Comerciais N	5260	Comerciais N	29.09.2022	BRL	D	20230704		EN					159	N			     0			08	0404	    2.400,00	   800,00	     0,00
	17210641	  10			10125152	ENCL WLDMT COVER FOR IMUX DIU WHITE	14.09.2022	18.01.2023	15.07.2023		BC4	      3	EA	Comerciais N	5260	Comerciais N	29.09.2022	BRL	D	20230715		EN					159	N			     0			08	0404	    2.400,00	   800,00	     0,00
	17210644	  10			10125152	ENCL WLDMT COVER FOR IMUX DIU WHITE	14.09.2022	15.09.2022	01.02.2023		BC4	      4	EA	Comerciais N	5260	Comerciais N	29.09.2022	BRL	D	20230201		EN					159	N			     0			08	0404	    3.200,00	   800,00	     0,00
	17210747	  10			10305858	SERVER, HP DL380, 16GB RAM, 480GB SSD	14.09.2022	24.10.2022	05.04.2023		BC7	      1	EA	Control Syst	5260	Control Syst	21.10.2022	BRL	D	20230405		EN	127718	HP PROLIANT DL380 G10			140	N			     0			00	0404	        0,01	     0,01	     0,00
	17212212	  10			10114981	COUNTER WEIGHT, PLATE, XMT SIDE	14.09.2022	26.10.2022	15.04.2023		BC4	      2	EA	Tubing	5260	Tubing	26.10.2022	BRL	D	20230415		EN					150	N			     0			07	0404	        0,02	     0,01	     0,00
	17212363	  10			10346135	HYDR RIMS, LTPC 14W 12PRD	14.09.2022	07.11.2022	15.05.2023		BA1	      4	EA	Control Syst	5260	Control Syst	15.09.2022	BRL	D	20230515	L	EN					189	N			     0		  10051168	01	0404	        0,04	     0,01	     0,00
	17212364	  10			10346135	HYDR RIMS, LTPC 14W 12PRD	14.09.2022	07.02.2023	15.08.2023		BA1	      4	EA	Control Syst	5260	Control Syst	15.09.2022	BRL	D	20230815	L	EN					189	N			     0		  10051169	01	0404	        0,04	     0,01	     0,00
